"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"ENSG00000214517",839.0901,0.2345809,0.1951292,1.202182,0.2292929,0.5193899,FALSE
"ENSG00000214518",0,NA,NA,NA,NA,NA,NA
"ENSG00000214525",2.586837,-0.6703921,1.331839,-0.503358,0.6147126,NA,FALSE
"ENSG00000214526",0,NA,NA,NA,NA,NA,NA
"ENSG00000214530",102.6243,-0.6078453,0.2487442,-2.443656,0.01453927,0.08511683,FALSE
"ENSG00000214533",0,NA,NA,NA,NA,NA,NA
"ENSG00000214534",4.159775,1.725428,1.051787,1.640473,0.1009069,NA,FALSE
"ENSG00000214535",0.9889829,0.8727704,1.916559,0.4553839,0.648833,NA,FALSE
"ENSG00000214541",0.1361651,-0.5479728,3.533812,-0.1550657,0.8767696,NA,FALSE
"ENSG00000214544",9.493466,-0.5958521,1.260501,-0.4727104,0.6364198,NA,FALSE
"ENSG00000214549",0.0897385,0.8946997,3.533812,0.2531826,0.8001271,NA,FALSE
"ENSG00000214552",0,NA,NA,NA,NA,NA,NA
"ENSG00000214553",2.436986,-0.4987127,1.055021,-0.4727039,0.6364245,NA,FALSE
"ENSG00000214558",0.2375921,0.1733657,3.533812,0.04905913,0.9608722,NA,FALSE
"ENSG00000214560",0,NA,NA,NA,NA,NA,NA
"ENSG00000214561",0,NA,NA,NA,NA,NA,NA
"ENSG00000214562",164.6564,-0.1161199,0.2274425,-0.5105464,0.6096687,0.8428941,FALSE
"ENSG00000214563",0.2126202,-1.229421,3.528808,-0.3483955,0.7275432,NA,FALSE
"ENSG00000214575",491.9476,-0.6812745,0.3233129,-2.107167,0.03510307,0.1573353,FALSE
"ENSG00000214578",0.1226236,-0.5479728,3.533812,-0.1550657,0.8767696,NA,FALSE
"ENSG00000214581",0,NA,NA,NA,NA,NA,NA
"ENSG00000214584",0,NA,NA,NA,NA,NA,NA
"ENSG00000214593",0.1065463,-0.5479728,3.533812,-0.1550657,0.8767696,NA,FALSE
"ENSG00000214595",24.358,0.05342399,0.4769308,0.1120162,0.9108105,0.9755464,FALSE
"ENSG00000214602",0,NA,NA,NA,NA,NA,NA
"ENSG00000214604",0,NA,NA,NA,NA,NA,NA
"ENSG00000214607",0,NA,NA,NA,NA,NA,NA
"ENSG00000214612",0.4800454,0.02904281,2.580373,0.01125528,0.9910198,NA,FALSE
"ENSG00000214617",3.9698,2.205094,1.06715,2.066339,0.03879646,NA,NA
"ENSG00000214626",0,NA,NA,NA,NA,NA,NA
"ENSG00000214628",0,NA,NA,NA,NA,NA,NA
"ENSG00000214629",0.2427115,-1.272943,3.526737,-0.3609407,0.7181438,NA,FALSE
